"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE914090005862";"WEA 12";"In Planung";"";"23.12.2024";"Wind";"6000";"6000";"99631";"Günstedt";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"22.12.2025"
"SEE979730760020";"WEA 13.1";"In Planung";"";"23.12.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"22.12.2025"
"SEE962161869271";"WEA 14";"In Planung";"";"23.12.2024";"Wind";"7200";"7200";"99631";"Günstedt";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"23.12.2024"
"SEE993657904916";"WEA 15";"In Planung";"";"23.12.2024";"Wind";"7200";"7200";"99631";"Günstedt";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"23.12.2024"
"SEE947682296454";"WEA 16";"In Planung";"";"23.12.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"23.12.2024"
"SEE984005681597";"WEA 17";"In Planung";"";"23.12.2024";"Wind";"7200";"7200";"99638";"Kindelbrück";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"23.12.2024"
"SEE901883677238";"WP Bilzingsleben - WEA 07";"In Planung";"";"19.12.2024";"Wind";"5560";"5560";"99638";"Kindelbrück";"Energiequelle GmbH";"ABR957301131660";"19.12.2024"
"SEE947679838056";"WP Bilzingsleben - WEA 08";"In Planung";"";"19.12.2024";"Wind";"5560";"5560";"99638";"Kindelbrück";"Energiequelle GmbH";"ABR957301131660";"19.12.2024"
"SEE906099806250";"WP Bilzingsleben - WEA 09";"In Planung";"";"19.12.2024";"Wind";"5560";"5560";"99638";"Kindelbrück";"Energiequelle GmbH";"ABR957301131660";"19.12.2024"
"SEE982718975521";"WP Bilzingsleben - WEA 10";"In Planung";"";"19.12.2024";"Wind";"5560";"5560";"99638";"Kindelbrück";"Energiequelle GmbH";"ABR957301131660";"19.12.2024"
"SEE938421090761";"VB29.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE944599970217";"VB30.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE993415826207";"VB31.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE985898386200";"VB32.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE979955065719";"VB33.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE957987437704";"VB34.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE910040688604";"VB37.1";"In Planung";"";"18.12.2024";"Wind";"7200";"7200";"99610";"Vogelsberg";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE910140119800";"WP Bilzingsleben - WEA 06";"In Planung";"";"18.12.2024";"Wind";"5560";"5560";"99638";"Kindelbrück";"Energiequelle GmbH";"ABR957301131660";"18.12.2024"
"SEE938154417125";"Wind";"In Betrieb";"29.10.2024";"20.11.2024";"Wind";"1";"1";"07368";"Remptendorf";"(natürliche Person)";"ABR960571373111";"20.11.2024"
"SEE925448815668";"Sky Wind NG";"In Betrieb";"18.11.2024";"19.11.2024";"Wind";"1";"1";"98630";"Römhild";"(natürliche Person)";"ABR999662994126";"16.7.2025"
"SEE920726277565";"windrad";"In Planung";"";"9.10.2024";"Wind";"1";"1";"98630";"Römhild";"(natürliche Person)";"ABR911403988287";"9.10.2024"
"SEE943916843111";"WEA 1";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE950208476223";"WEA 2";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE989403528130";"WEA 3";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE915682535088";"WEA 4";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE982995988504";"WEA 5";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE961726766987";"WEA 6";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE913496459774";"WEA 7";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE985860064778";"WEA 8";"In Planung";"";"2.10.2024";"Wind";"7200";"7200";"99444";"Blankenhain";"meridian Windpark Kleinlohma GmbH & Co. KG";"ABR988075400010";"2.10.2024"
"SEE928534684469";"WEA Roldisleben 05a";"In Planung";"";"1.10.2024";"Wind";"6800";"6800";"99625";"Großneuhausen";"UGE Großneuhausen Zwei GmbH & Co. KG Umweltgereche Energie";"ABR910157888690";"16.6.2026"
"SEE967459183541";"WEA Roldisleben 06a";"In Planung";"";"1.10.2024";"Wind";"6800";"6800";"99625";"Großneuhausen";"UGE Großneuhausen Zwei GmbH & Co. KG Umweltgereche Energie";"ABR910157888690";"16.6.2026"
"SEE991586399742";"NK21";"In Planung";"";"1.10.2024";"Wind";"4200";"4200";"99817";"Eisenach";"Windkraft Neukirchen V GmbH & Co. KG";"ABR902000765470";"26.3.2026"
"SEE910676265750";"NK22";"In Planung";"";"1.10.2024";"Wind";"4200";"4200";"99817";"Eisenach";"Windkraft Neukirchen V GmbH & Co. KG";"ABR902000765470";"26.3.2026"
"SEE914057126180";"NK23";"In Planung";"";"1.10.2024";"Wind";"4200";"4200";"99817";"Eisenach";"Windkraft Neukirchen V GmbH & Co. KG";"ABR902000765470";"26.3.2026"
"SEE926538688902";"Nentzelsrode R2";"In Planung";"";"1.10.2024";"Wind";"4200";"4200";"99735";"Kleinfurra";"Windpark GmbH & Co. Repowering Nentzelsrode KG";"ABR928526499378";"26.3.2025"
"SEE933972038132";"NK24";"In Planung";"";"1.10.2024";"Wind";"5600";"5600";"99817";"Eisenach";"Windkraft Neukirchen V GmbH & Co. KG";"ABR902000765470";"26.3.2026"
"SEE928935997618";"WEA Nr. 2b";"In Planung";"";"30.9.2024";"Wind";"5560";"5560";"07774";"Frauenprießnitz";"Energieproduktion Frauenprießnitz GmbH & Co. KG";"ABR949243029891";"22.10.2025"
"SEE962393358710";"WEA 03";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE967291914495";"WEA 04";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE989257597191";"WEA 05";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE925134812766";"WEA 06";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE938135043312";"WEA 07";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"27.9.2024"
"SEE994493348476";"WEA 08";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"27.9.2024"
"SEE965635520517";"WEA 09";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"27.9.2024"
"SEE905282211598";"WEA 10";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"27.9.2024"
"SEE961471593456";"WEA 01";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07646";"Eineborn";"meridian Windpark Eineborn GmbH & Co. KG";"ABR990824498438";"27.9.2024"
"SEE971724638773";"WEA 02";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07646";"Eineborn";"meridian Windpark Eineborn GmbH & Co. KG";"ABR990824498438";"27.9.2024"
"SEE957999606631";"WEA 03";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07646";"Eineborn";"meridian Windpark Eineborn GmbH & Co. KG";"ABR990824498438";"27.9.2024"
"SEE908257673810";"WEA 04";"In Planung";"";"27.9.2024";"Wind";"6200";"6200";"07646";"Eineborn";"meridian Windpark Eineborn GmbH & Co. KG";"ABR990824498438";"27.9.2024"
"SEE987885092460";"WEA 05";"In Planung";"";"27.9.2024";"Wind";"7200";"7200";"07646";"Eineborn";"meridian Windpark Eineborn GmbH & Co. KG";"ABR990824498438";"27.9.2024"
"SEE910052597970";"WP Werther West - WEA 11";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"99752";"Bleicherode";"Energiequelle GmbH";"ABR957301131660";"29.10.2024"
"SEE933236650797";"WP Werther West - WEA 12";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"99752";"Bleicherode";"Energiequelle GmbH";"ABR957301131660";"24.4.2025"
"SEE916718398516";"WP Werther West - WEA 13";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"99752";"Bleicherode";"Energiequelle GmbH";"ABR957301131660";"27.12.2024"
"SEE959918689992";"WP Werther West - WEA 18";"In Planung";"";"27.9.2024";"Wind";"6800";"6800";"99735";"Werther";"Energiequelle GmbH";"ABR957301131660";"27.12.2024"
"SEE918491763833";"WEA 1 (12) / Coppanz Repowering";"In Betrieb";"24.9.2024";"26.9.2024";"Wind";"5700";"5700";"07751";"Bucha";"GREE Coppanz GmbH & Co. KG";"ABR993970863273";"30.9.2025"
"SEE974332934282";"WEA 2 - 93309 (13) / Coppanz Repowering";"In Betrieb";"23.9.2024";"26.9.2024";"Wind";"5700";"5700";"07751";"Bucha";"Windfarm Weimar GmbH & Co. KG";"ABR997461667609";"25.7.2025"
"SEE922645766632";"WEA 3 - 93310 (14) / Coppanz Repowering";"In Betrieb";"23.9.2024";"26.9.2024";"Wind";"5700";"5700";"07751";"Bucha";"Windfarm Weimar GmbH & Co. KG";"ABR997461667609";"25.7.2025"
"SEE946090680060";"NK25";"In Planung";"";"25.9.2024";"Wind";"6200";"6200";"99817";"Eisenach";"Windkraft Neukirchen V GmbH & Co. KG";"ABR902000765470";"26.3.2026"
"SEE908884169120";"BH07.1";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE954256989599";"BH08";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE937020089282";"BH12";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE954083046427";"BH13";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE915508844660";"BH14";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE928759835295";"BH15";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE927927253671";"BH17";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE964860079111";"BH18";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE932729918253";"BH21.1";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE989102757671";"BH22";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE973439849475";"BH23";"In Planung";"";"24.9.2024";"Wind";"6000";"6000";"99994";"Nottertal-Heilinger Höhen";"Windkraft Bothenheilingen GmbH & Co. KG";"ABR980099361629";"2.1.2026"
"SEE929397937464";"WEA Wundersl. 03";"In Betrieb";"18.9.2024";"19.9.2024";"Wind";"6800";"6800";"99610";"Wundersleben";"UGE Wundersleben GmbH & Co. KG Umweltgerechte Energie";"ABR930036992720";"12.9.2025"
"SEE909785491358";"WEA Wundersl. 04";"In Betrieb";"18.9.2024";"19.9.2024";"Wind";"6800";"6800";"99610";"Wundersleben";"UGE Wundersleben GmbH & Co. KG Umweltgerechte Energie";"ABR930036992720";"12.9.2025"
"SEE998857505413";"WEA-1 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE919951377201";"WEA-2 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE934826202389";"WEA-3 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE965850317916";"WEA-4 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE923901667403";"WEA-5 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE905300219773";"WEA-6 N175";"In Planung";"";"18.9.2024";"Wind";"6800";"6800";"07619";"Schkölen";"Windpark Wetzdorf Repowering";"ABR950162309698";"9.9.2026"
"SEE962923008573";"BH19";"In Planung";"";"14.8.2024";"Wind";"6200";"6200";"99994";"Nottertal-Heilinger Höhen";"Windkraft Tornow T05 GmbH & Co. KG";"ABR929183377122";"19.8.2024"
"SEE924385935002";"BH24";"In Planung";"";"14.8.2024";"Wind";"6200";"6200";"99994";"Nottertal-Heilinger Höhen";"Windkraft Tornow T05 GmbH & Co. KG";"ABR929183377122";"14.8.2024"
"SEE937280152054";"BH25";"In Planung";"";"14.8.2024";"Wind";"6200";"6200";"99994";"Nottertal-Heilinger Höhen";"Windkraft Tornow T05 GmbH & Co. KG";"ABR929183377122";"14.8.2024"
"SEE970872342174";"BH26";"In Planung";"";"14.8.2024";"Wind";"6200";"6200";"99994";"Nottertal-Heilinger Höhen";"Windkraft Tornow T05 GmbH & Co. KG";"ABR929183377122";"14.8.2024"
"SEE999851787393";"Garagendach";"In Betrieb";"30.4.2024";"3.7.2024";"Wind";"1";"1";"07646";"Schlöben";"(natürliche Person)";"ABR926238607524";"3.7.2024"
"SEE919615154629";"VB22.1";"In Planung";"";"3.4.2024";"Wind";"6000";"6000";"99610";"Sprötau";"Windkraft Vogelsberg III GmbH & Co. KG";"ABR973772383001";"7.4.2026"
"SEE942715461199";"Tanna-Unterkoskau WEA 03";"In Planung";"";"3.4.2024";"Wind";"6000";"6000";"07922";"Tanna";"JUWI GmbH";"ABR941190092140";"1.4.2026"
"SEE924401845049";"WP Sömmerda WEA 01";"In Planung";"";"1.4.2024";"Wind";"5560";"5560";"99610";"Sömmerda";"Energiequelle GmbH";"ABR957301131660";"17.6.2024"
"SEE964769476066";"WP Sömmerda WEA 02";"In Planung";"";"1.4.2024";"Wind";"5560";"5560";"99610";"Sömmerda";"Energiequelle GmbH";"ABR957301131660";"17.6.2024"
"SEE926090628903";"WP Sömmerda WEA 03";"In Planung";"";"1.4.2024";"Wind";"5560";"5560";"99610";"Sömmerda";"Energiequelle GmbH";"ABR957301131660";"17.6.2024"
"SEE953783680832";"WP Sömmerda WEA 04";"In Planung";"";"1.4.2024";"Wind";"5560";"5560";"99610";"Sömmerda";"Energiequelle GmbH";"ABR957301131660";"17.6.2024"
"SEE929940913686";"Windrad";"In Betrieb";"15.3.2024";"27.3.2024";"Wind";"20";"20";"07955";"Auma-Weidatal";"Schmidt Elektrotechnik e. K. Inhaber Ralph Schmidt";"ABR958416084483";"19.1.2026"
"SEE961268431824";"Nentzelsrode R1";"In Planung";"";"26.3.2024";"Wind";"4200";"4200";"99765";"Uthleben";"Alterric Deutschland GmbH";"ABR927397646904";"1.7.2026"
"SEE919323670619";"WEA01";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"1.9.2026"
"SEE940870112529";"WEA02";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99638";"Kindelbrück";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"1.9.2026"
"SEE971351085551";"WEA05";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99638";"Kindelbrück";"meridian Windpark Günstedt II GmbH & Co.KG";"ABR953999585013";"22.12.2025"
"SEE961190647898";"WEA06";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99638";"Kindelbrück";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"22.12.2025"
"SEE948812296214";"WEA08";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"4.9.2025"
"SEE963937530036";"WEA09";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"22.12.2025"
"SEE920007650674";"WEA10";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"22.12.2025"
"SEE909768416286";"WEA11";"In Planung";"";"25.3.2024";"Wind";"6200";"6200";"99631";"Günstedt";"meridian Windpark Günstedt GmbH & Co.KG";"ABR987569224750";"4.9.2025"
"SEE935676431035";"WEA Großsaara 02";"In Planung";"";"21.2.2024";"Wind";"6800";"6800";"07589";"Saara";"UGE Großsaara GmbH & Co. KG Umweltgerechte Energie";"ABR975918431676";"2.2.2026"
"SEE935497437568";"WEA 1";"In Planung";"";"4.1.2024";"Wind";"6000";"6000";"98617";"Neubrunn";"eno energy GmbH";"ABR918822616838";"4.9.2025"
"SEE900904636315";"WEA 2";"In Planung";"";"4.1.2024";"Wind";"6000";"6000";"98617";"Neubrunn";"eno energy GmbH";"ABR918822616838";"4.9.2025"
"SEE941273251747";"WEA01";"In Planung";"";"3.1.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE992175763197";"WEA02";"In Planung";"";"3.1.2024";"Wind";"6800";"6800";"07806";"Neustadt";"meridian Windpark Schmieritz Gmbh & Co.KG";"ABR920157854823";"24.7.2026"
"SEE998914715793";"IR25.1";"In Planung";"";"21.12.2023";"Wind";"4260";"4260";"99706";"Sondershausen";"BOREAS Energie GmbH";"ABR909054335185";"24.4.2026"
"SEE966108964661";"Treppendorf-Erweiterung-WEA-W1";"In Planung";"";"21.12.2023";"Wind";"5600";"5600";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE940104335472";"Treppendorf-Erweiterung-WEA-W2";"In Planung";"";"21.12.2023";"Wind";"5600";"5600";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE945769386999";"Treppendorf-Erweiterung-WEA-W3";"In Planung";"";"21.12.2023";"Wind";"5600";"5600";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE999135564092";"Antaris";"In Betrieb";"30.3.2017";"13.12.2023";"Wind";"7,5";"7,5";"04617";"Starkenberg";"(natürliche Person)";"ABR987325756525";"17.12.2025"
"SEE960107271720";"Tanna-Unterkoskau WEA 01";"In Planung";"";"28.11.2023";"Wind";"6000";"6000";"07922";"Tanna";"JUWI GmbH";"ABR941190092140";"1.4.2026"
"SEE975456161578";"Tanna-Unterkoskau WEA 02";"In Planung";"";"28.11.2023";"Wind";"6000";"6000";"07922";"Tanna";"JUWI GmbH";"ABR941190092140";"1.4.2026"
"SEE961070355806";"SW-TRE8";"In Planung";"";"20.11.2023";"Wind";"3600";"3600";"07407";"Rudolstadt";"Sabowind GmbH";"ABR973785508064";"14.1.2026"
"SEE913977010258";"Vestas V17";"In Betrieb";"1.11.2023";"9.11.2023";"Wind";"75";"75";"99610";"Sömmerda";"(natürliche Person)";"ABR966714134854";"13.9.2024"
"SEE934617116260";"Windpark Allrichberg_WEA 02";"In Planung";"";"8.11.2023";"Wind";"4800";"4800";"07937";"Zeulenroda-Triebes";"RWE Renewables Zweite Beteiligungs GmbH";"ABR960318949074";"28.11.2025"
"SEE903017049164";"WEA 03 Windpark Allrichberg";"In Planung";"";"8.11.2023";"Wind";"5700";"5700";"07937";"Zeulenroda-Triebes";"RWE Renewables Zweite Beteiligungs GmbH";"ABR960318949074";"28.11.2025"
"SEE944045215091";"Windpark Allrichberg WEA 04";"In Planung";"";"8.11.2023";"Wind";"5700";"5700";"07937";"Zeulenroda-Triebes";"RWE Renewables Zweite Beteiligungs GmbH";"ABR960318949074";"28.11.2025"
"SEE929134210942";"Windpark Allrichberg WEA 05";"In Planung";"";"8.11.2023";"Wind";"4800";"4800";"07937";"Zeulenroda-Triebes";"RWE Renewables Zweite Beteiligungs GmbH";"ABR960318949074";"28.11.2025"
"SEE950358952974";"WEA 06 Windpark Allrichberg";"In Planung";"";"8.11.2023";"Wind";"5700";"5700";"07937";"Zeulenroda-Triebes";"RWE Renewables Zweite Beteiligungs GmbH";"ABR960318949074";"28.11.2025"
"SEE996582132454";"VB13";"In Planung";"";"6.11.2023";"Wind";"4200";"4200";"99610";"Vogelsberg";"Windkraft Vogelsberg III GmbH & Co. KG";"ABR973772383001";"7.4.2026"
"SEE960938552418";"WEA Fpr. 03";"In Betrieb";"9.10.2023";"16.10.2023";"Wind";"6800";"6800";"07619";"Schkölen";"UGE Poppendorf GmbH & Co. KG Umweltgerechte Energie";"ABR973513306672";"6.3.2025"
"SEE989594149688";"Treppendorf-Erweiterung-WEA-J1";"In Planung";"";"3.10.2023";"Wind";"3450";"3450";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE982992095908";"Treppendorf-Erweiterung-WEA-J2";"In Planung";"";"3.10.2023";"Wind";"3450";"3450";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE968505728136";"Treppendorf-Erweiterung-WEA-J3";"In Planung";"";"3.10.2023";"Wind";"3450";"3450";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE966058757641";"Treppendorf-Erweiterung-WEA-J5";"In Planung";"";"3.10.2023";"Wind";"3450";"3450";"07407";"Rudolstadt";"Windpark Treppendorf Erweiterung GmbH & Co. KG";"ABR938085979150";"21.10.2025"
"SEE921264007379";"WEA Fpr. 01";"In Betrieb";"19.9.2023";"26.9.2023";"Wind";"6800";"6800";"07619";"Schkölen";"UGE Poppendorf GmbH & Co. KG Umweltgerechte Energie";"ABR973513306672";"6.3.2025"
"SEE914814406777";"WEA Fpr. 02";"In Betrieb";"19.9.2023";"26.9.2023";"Wind";"6800";"6800";"07619";"Schkölen";"UGE Poppendorf GmbH & Co. KG Umweltgerechte Energie";"ABR973513306672";"6.3.2025"
"SEE977424782198";"WEA 1";"In Planung";"";"20.9.2023";"Wind";"7000";"7000";"98660";"Beinerstadt";"JWP Jade Windpark GmbH & Co. 24. Betriebs KG";"ABR943748352324";"5.1.2026"
